Italy, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 10/05/2022
Year    Age        ASFR
2013     20     0.01908
2013     21     0.02507
2013     22     0.03003
2013     23     0.03729
2013     24     0.04429
2013     25     0.05320
2013     26     0.06298
2013     27     0.07036
2013     28     0.07890
2013     29     0.08671
2013     30     0.09310
2013     31     0.09704
2013     32     0.09598
2013     33     0.09280
2013     34     0.08781
2013     35     0.08033
2013     36     0.07155
2013     37     0.06092
2013     38     0.04949
2013     39     0.03980
2013     40     0.02971
2013     41     0.02096
2013     42     0.01346
2013     43     0.00796
2013     44     0.00436
2013     45     0.00239
2013     46     0.00136
2013     47     0.00088
2013     48     0.00045
2013     49     0.00034
2013     50     0.00033
2013     51     0.00019
2013     52     0.00006
2013     53     0.00002
2013     54     0.00000
2013     55+    0.00000
2014     12-    0.00000
2014     13     0.00000
2014     14     0.00004
2014     15     0.00023
2014     16     0.00236
2014     17     0.00456
2014     18     0.00795
2014     19     0.01319
2014     20     0.01873
2014     21     0.02408
2014     22     0.02981
2014     23     0.03549
2014     24     0.04354
2014     25     0.05108
2014     26     0.06092
2014     27     0.07145
2014     28     0.07870
2014     29     0.08707
2014     30     0.09368
2014     31     0.09536
2014     32     0.09756
2014     33     0.09412
2014     34     0.08862
2014     35     0.08210
2014     36     0.07136
2014     37     0.06081
2014     38     0.04962
2014     39     0.03959
2014     40     0.02980
2014     41     0.02063
2014     42     0.01344
2014     43     0.00796
2014     44     0.00473
2014     45     0.00255
2014     46     0.00148
2014     47     0.00088
2014     48     0.00042
2014     49     0.00032
2014     50     0.00023
2014     51     0.00016
2014     52     0.00009
2014     53     0.00006
2014     54     0.00004
2014     55+    0.00007
2015     12-    0.00000
2015     13     0.00000
2015     14     0.00004
2015     15     0.00018
2015     16     0.00207
2015     17     0.00411
2015     18     0.00707
2015     19     0.01235
2015     20     0.01795
2015     21     0.02201
2015     22     0.02789
2015     23     0.03433
2015     24     0.04128
2015     25     0.04977
2015     26     0.05896
2015     27     0.06859
2015     28     0.07843
2015     29     0.08501
2015     30     0.09177
2015     31     0.09598
2015     32     0.09544
2015     33     0.09381
2015     34     0.08836
2015     35     0.08179
2015     36     0.07232
2015     37     0.06099
2015     38     0.05100
2015     39     0.03985
2015     40     0.03025
2015     41     0.02115
2015     42     0.01378
2015     43     0.00824
2015     44     0.00467
2015     45     0.00263
2015     46     0.00152
2015     47     0.00094
2015     48     0.00040
2015     49     0.00033
2015     50     0.00021
2015     51     0.00015
2015     52     0.00006
2015     53     0.00007
2015     54     0.00003
2015     55+    0.00008
2016     12-    0.00000
2016     13     0.00000
2016     14     0.00004
2016     15     0.00016
2016     16     0.00180
2016     17     0.00358
2016     18     0.00695
2016     19     0.01186
2016     20     0.01658
2016     21     0.02173
2016     22     0.02694
2016     23     0.03333
2016     24     0.03972
2016     25     0.04779
2016     26     0.05760
2016     27     0.06623
2016     28     0.07640
2016     29     0.08586
2016     30     0.09111
2016     31     0.09581
2016     32     0.09578
2016     33     0.09413
2016     34     0.08943
2016     35     0.08242
2016     36     0.07306
2016     37     0.06168
2016     38     0.05074
2016     39     0.04034
2016     40     0.03089
2016     41     0.02115
2016     42     0.01430
2016     43     0.00878
2016     44     0.00478
2016     45     0.00291
2016     46     0.00172
2016     47     0.00089
2016     48     0.00059
2016     49     0.00035
2016     50     0.00027
2016     51     0.00015
2016     52     0.00010
2016     53     0.00005
2016     54     0.00004
2016     55+    0.00008
2017     12-    0.00000
2017     13     0.00000
2017     14     0.00002
2017     15     0.00015
2017     16     0.00156
2017     17     0.00327
2017     18     0.00601
2017     19     0.01108
2017     20     0.01549
2017     21     0.02065
2017     22     0.02602
2017     23     0.03155
2017     24     0.03851
2017     25     0.04673
2017     26     0.05566
2017     27     0.06538
2017     28     0.07432
2017     29     0.08329
2017     30     0.09067
2017     31     0.09375
2017     32     0.09439
2017     33     0.09185
2017     34     0.08780
2017     35     0.08262
2017     36     0.07317
2017     37     0.06293
2017     38     0.05110
2017     39     0.04118
2017     40     0.03161
2017     41     0.02158
2017     42     0.01413
2017     43     0.00899
2017     44     0.00515
2017     45     0.00322
2017     46     0.00169
2017     47     0.00108
2017     48     0.00066
2017     49     0.00039
2017     50     0.00026
2017     51     0.00018
2017     52     0.00009
2017     53     0.00007
2017     54     0.00006
2017     55+    0.00008
2018     12-    0.00000
2018     13     0.00000
2018     14     0.00003
2018     15     0.00011
2018     16     0.00133
2018     17     0.00293
2018     18     0.00544
2018     19     0.01083
2018     20     0.01529
2018     21     0.01870
2018     22     0.02496
2018     23     0.02968
2018     24     0.03673
2018     25     0.04434
2018     26     0.05379
2018     27     0.06244
2018     28     0.07175
2018     29     0.07944
2018     30     0.08836
2018     31     0.09248
2018     32     0.09290
2018     33     0.09070
2018     34     0.08848
2018     35     0.08069
2018     36     0.07270
2018     37     0.06149
2018     38     0.05043
2018     39     0.04047
2018     40     0.03110
2018     41     0.02230
2018     42     0.01437
2018     43     0.00890
2018     44     0.00543
2018     45     0.00305
2018     46     0.00202
2018     47     0.00115
2018     48     0.00060
2018     49     0.00042
2018     50     0.00029
2018     51     0.00020
2018     52     0.00011
2018     53     0.00006
2018     54     0.00005
2018     55+    0.00011
2019     12-    0.00000
2019     13     0.00000
2019     14     0.00001
2019     15     0.00011
2019     16     0.00133
2019     17     0.00251
2019     18     0.00510
2019     19     0.00923
2019     20     0.01379
2019     21     0.01842
2019     22     0.02297
2019     23     0.02817
2019     24     0.03440
2019     25     0.04200
2019     26     0.05082
2019     27     0.06033
2019     28     0.06915
2019     29     0.07796
2019     30     0.08433
2019     31     0.09051
2019     32     0.09079
2019     33     0.08891
2019     34     0.08522
2019     35     0.08008
2019     36     0.07141
2019     37     0.06145
2019     38     0.04967
2019     39     0.04033
2019     40     0.03047
2019     41     0.02173
2019     42     0.01433
2019     43     0.00865
2019     44     0.00532
2019     45     0.00319
2019     46     0.00189
2019     47     0.00110
2019     48     0.00072
2019     49     0.00046
2019     50     0.00036
2019     51     0.00025
2019     52     0.00009
2019     53     0.00008
2019     54     0.00003
2019     55+    0.00009
